Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
02-01-20,19.20000076,65.18000031,15.03666592,53.79999924,34.09999847,12.36001492,18.95249939,30.73999977,35.88000107,18.21999931,65.18000031,19,8.569999695,12.19999981,6.868000031,17.92749977,14.68999958,31.11000061,20.20000076,0.230000004,13.28800011,36.86292648,14.35000038,38.02999878,27.20000076,26.79999924,23.19000053,37.54000092,57.5,12.33250046,22.20000076,0.860000014,32.79999924,30.70000076,10.15999985,7.156000137,26.39999962,40.79000092,25.60000038,9.699999809,54.33000183,2.342545033,11.72999954,14.35000038
03-01-20,18.93000031,64.30000305,14.60333347,53.70999908,34.09999847,12.68450165,19.00749969,30.55999947,35.93999863,18.62999916,64.30000305,18.79000092,8.460000038,12.14999962,6.862999916,18.27499962,14.57999992,32.79999924,20.40999985,0.219999999,13.85000038,36.57645035,14.14000034,37.63000107,27.46999931,26.85000038,24.03000069,38.38000107,57.09999847,12.22249985,22.20000076,0.860000014,31.98999977,30.45000076,9.93999958,7.570000172,25.62999916,40.65000153,25.29999924,9.600000381,53.93000031,2.468940973,11.47999954,14.35000038
06-01-20,19.02000046,63.90000153,14.46333313,53,33.49090958,12.67467022,18.97999954,29.03000069,35.56999969,18.5,63.90000153,18.30999947,8.25,11.98999977,6.874000072,18.16749954,14.22000027,32.5,20.37999916,0.219999999,13.3920002,36.23452759,14.10999966,37.06999969,26.81999969,26.54000092,23.5,36.63000107,57.04999924,12.23250008,21.89999962,0.920000017,33.02999878,30.80999947,9.529999733,7.717999935,24.89999962,40.58000183,24.75,9.420000076,53.61000061,2.805998087,11.47999954,15.13000011
07-01-20,19.05999947,63.74000168,14.93000031,52.59999847,32.90908813,13.25481319,18.89999962,28.98999977,35.15999985,18.79999924,63.74000168,18.71999931,8.010000229,12.07999992,6.90899992,18.49500084,14.22000027,32.59999847,20.5,0.219999999,13.02400017,36.4747963,13.92000008,36.20999908,27.29999924,26.01000023,23.98999977,35.40999985,57.02000046,12.19750023,22,0.939999998,32.58000183,30.69000053,9.880000114,7.728000164,25.27000046,41.09999847,25.29999924,9.510000229,54,2.949246883,11.64999962,15.97000027
08-01-20,18.96999931,64.58999634,14.89000034,52.11999893,32.40000153,13.40230846,18.73250008,28.85000038,36.50999832,18.25,64.58999634,18.59000015,7.829999924,12,6.801000118,18.19000053,14.19999981,31.59000015,20.32999992,0.219999999,12.75599957,36.61341476,13.71000004,35.61999893,27.96999931,25.81999969,24.09000015,34.97000122,57.38999939,12.57250023,21.62000084,0.920000017,32.04999924,30.5,9.640000343,7.570000172,25.60000038,43.15000153,25.10000038,9.390000343,54.00999832,2.848129988,11.60000038,14.89999962
09-01-20,18.81999969,68.04000092,14.88333321,51.06000137,31.88181877,13.19581604,18.86000061,28.09000015,36.84000015,18.51000023,68.04000092,18.13999939,7.349999905,12.10000038,7.001999855,17.99500084,14.05000019,31.43000031,20.19000053,0.219999999,12.68000031,38.02730942,13.43999958,34.90999985,28.30999947,26.52000046,24.45000076,34.40000153,56.95000076,13.02000046,21.45999908,0.899999976,32.22999954,30.39999962,9.720000267,7.28000021,25.93000031,43.04000092,25.14999962,9.329999924,53.29999924,2.679600954,11.65999985,14.75
10-01-20,18.88999939,66.77999878,14.76666641,49.86000061,31.29999924,13.13681793,19.125,28.20000076,36.34000015,18.63999939,66.77999878,18.17000008,7.400000095,12.19999981,7.195000172,18.26250076,14.21000004,31.64999962,20.11000061,0.230000004,12.40999985,38.04579163,13.35000038,34.59999847,28.15999985,26.46999931,24.44000053,34.36000061,57.13000107,12.94999981,21.25,0.889999986,32.09999847,30.27000046,9.869999886,7.443999767,25.67000008,43.11000061,25.09000015,9.140000343,53.36000061,2.679600954,11.69999981,14.64000034
13-01-20,19.20999908,69.16999817,14.78333282,50.41999817,31.63636208,14.31677246,19.17499924,28.79000092,36.70000076,19.04000092,69.16999817,18.29999924,7.429999828,12.55000019,7.420000076,18.72999954,15.06999969,32.25,20.45999908,0.230000004,12.47799969,38.36923218,13.52999973,35.06000137,28.72999954,26.98999977,24.45000076,35.36999893,58.36999893,13.55749989,21.56999969,0.879999995,32.09000015,30.32999992,10.02999973,7.763999939,25.95000076,44.70000076,25.31999969,9.539999962,55.29999924,2.738585949,12.69999981,14.80000019
14-01-20,19.10000038,68.34999847,14.88333321,50.15000153,31.60000038,14.20860863,18.80999947,28.79999924,36.54999924,19.21999931,68.34999847,18.90999985,7.489999771,12.78999996,7.443999767,19.32749939,14.82999992,32.5,20.37000084,0.230000004,12.5,38.11048126,13.68000031,35.06000137,28.70000076,27.87000084,24.39999962,36.49000168,57.63000107,13.5,22.04999924,0.899999976,31.82999992,30,9.920000076,8.222000122,25.79999924,44.25,25.60000038,9.579999924,55.63999939,2.873409033,13.35000038,14.86999989
15-01-20,18.76000023,70.11000061,14.48333263,49.22999954,31.04545403,14.39999962,18.64999962,28.44000053,36.47000122,19.12999916,70.11000061,18.51000023,7.269999981,12.35000038,7.464000225,19.01000023,14.63000011,32,20,0.230000004,12.20199966,39.00687027,13.46000004,34.63000107,28.61000061,27.5,24,36.95000076,57.25,13.41499996,21.70000076,0.889999986,31.12000084,29.54999924,9.819999695,8.260000229,24.96999931,44.93999863,25.37000084,9.390000343,55.45999908,2.755439043,13.55000019,15.19999981
16-01-20,18.70000076,70.36000061,14.64999962,49.45000076,31.49090958,14.98999977,18.41250038,28.15999985,35.86999893,18.75,70.36000061,18.78000069,7.300000191,12.02000046,7.334000111,19.29999924,14.76000023,32.11999893,19.64999962,0.219999999,12.61200047,38.62798309,13.48999977,34.70000076,28.80999947,27.85000038,24.10000038,36.95000076,57.70999908,13.36499977,21.62000084,0.899999976,31.21999931,29.52000046,9.699999809,8.276000023,24.34000015,44.29999924,25.42000008,9.670000076,55.16999817,2.780719042,13.59000015,15.35000038
17-01-20,18.70000076,71.26000214,15.11333275,50.11999893,32.22727203,14.85000038,19.15749931,28.75,35.75,18.96999931,71.26000214,19.03000069,7.230000019,11.67000008,7.379000187,19.5,14.77999973,33.13000107,19.54999924,0.219999999,12.60000038,39.93098831,13.60000038,34.93999863,29.75,28.32999992,24.48999977,37.83000183,59.22000122,13.58749962,21.69000053,0.910000026,31.85000038,29.85000038,9.600000381,8.201999664,24.29999924,43.77999878,26.27000046,9.760000229,57,2.679600954,13.72999954,15.60999966
20-01-20,18.79999924,75.68000031,15.16666603,49.79999924,31.60000038,14.86999989,19.125,29.12999916,36.04999924,18.96999931,75.68000031,19.45000076,7.050000191,11.52999973,7.547999859,19.88999939,15.10000038,33.84999847,19.38999939,0.230000004,12.63000011,40.52241898,13.40999985,34.22999954,29.81999969,29.01000023,24.64999962,37.95000076,59.5,14,22.29000092,0.959999979,31.97999954,30,9.649999619,8.612000465,24.69000053,42.95000076,26.73999977,9.75,57.36000061,2.612190008,14.01000023,15.89999962
21-01-20,18.73999977,76.55999756,14.89999962,48.36000061,30.54545403,15.22000027,19.21999931,28.70000076,35.43000031,18.38999939,76.55999756,19.44000053,6.900000095,11.18000031,7.459000111,19.51749992,14.65999985,33.52000046,18.93000031,0.239999995,12.76000023,39.74616241,13.10000038,33.5,30.09000015,29.01000023,24.70000076,37.43999863,58.95000076,13.97749996,21.64999962,1.039999962,31.02000046,29.62000084,9.220000267,8.944000244,24.22999954,42.70000076,26.35000038,9.550000191,56.02999878,2.477366924,14.31999969,15.60000038
22-01-20,19.04999924,75.84999847,15.83333302,48.74000168,30.65454483,14.05000019,18.97999954,29.04999924,35.59999847,18.46999931,75.84999847,19.29999924,7.159999847,11.30000019,7.406000137,20.09749985,15.68000031,34.02999878,19.20000076,0.230000004,12.79399967,41.49274063,13.28999996,33.70000076,30.04999924,28.52000046,24.63999939,37.40999985,59.84999847,13.92249966,21.80999947,0.980000019,31.02000046,29.29000092,10.44999981,9.239999771,24.31999969,44.84999847,27.40999985,10.88000011,56.29999924,2.426809072,15,15.90999985
23-01-20,18.64999962,75.34999847,16.23333359,51.47999954,31.4636364,14.27000046,19.60000038,29.46999931,34.84000015,18.86000061,75.34999847,20.07999992,7.119999886,11.68999958,7.493999958,20.17749977,15.48999977,34.38000107,18.98999977,0.230000004,12.85999966,40.5501442,13.55000019,34.5,29.81999969,29.05999947,25.48999977,37.29999924,60.86999893,14.14500046,21.75,1.070000052,31.22999954,29.64999962,9.960000038,9.305999756,24.79000092,44.45000076,27.80999947,11.10999966,55.5,2.359396935,15.15999985,15.89999962
